UserId,SessionId,ArticleId_served,Click,Percentage Time Spent
12,3,2705,0,0
12,3,548,0,0
12,3,990,0,0
12,3,2212,0,0
12,3,1509,1,38
12,4,1939,1,15
12,4,92,0,0
12,4,2595,0,0
12,4,234,0,0
12,4,3800,0,0
12,4,1565,0,0
12,4,4072,0,0
12,4,3010,0,0
12,4,1371,0,0
12,4,3901,1,15
12,5,4789,1,37
12,5,4015,0,0
12,5,1006,0,0
12,5,4366,0,0
12,5,361,0,0
12,5,2282,0,0
12,5,2221,1,30
12,5,4743,0,0
12,5,163,0,0
12,5,4370,1,39
12,6,4379,0,0
12,6,3231,0,0
12,6,3862,0,0
12,6,429,0,0
12,6,220,1,22
12,6,4666,0,0
12,6,3275,0,0
12,6,2136,0,0
12,6,3730,0,0
12,6,960,0,0
12,7,2521,1,28
12,7,2677,0,0
12,7,3027,0,0
12,7,1313,0,0
12,7,1119,0,0
12,7,1003,1,25
12,7,3938,1,25
12,7,2998,0,0
12,7,1843,0,0
12,7,1,1,28
12,8,3854,0,0
12,8,478,0,0
12,8,4225,0,0
12,8,1174,0,0
12,8,2778,0,0
12,8,3205,0,0
12,8,2218,1,27
12,8,896,0,0
12,8,1491,0,0
12,8,1323,0,0
12,9,2841,0,0
12,9,772,0,0
12,9,2791,0,0
12,9,4198,0,0
12,9,3244,0,0
12,9,2814,0,0
12,9,948,0,0
12,9,1350,0,0
12,9,1620,0,0
12,9,4562,1,18
12,10,1588,1,32
12,10,4681,0,0
12,10,1814,0,0
12,10,3592,0,0
12,10,493,0,0
12,10,451,0,0
12,10,1414,0,0
12,10,35,0,0
12,10,241,0,0
12,10,4456,0,0
13,1,3243,0,0
13,1,649,0,0
13,1,1961,0,0
13,1,3324,1,22
13,1,4578,1,34
13,1,1174,1,32
13,1,3453,0,0
13,1,1704,0,0
13,1,4188,0,0
13,1,3069,0,0
13,2,3742,0,0
13,2,3660,0,0
13,2,107,0,0
13,2,14,0,0
13,2,3314,0,0
13,2,1209,0,0
13,2,3133,1,44
13,2,4620,0,0
13,2,345,0,0
13,2,2865,0,0
13,3,1805,0,0
13,3,1090,0,0
13,3,3221,0,0
13,3,2732,0,0
13,3,3659,0,0
13,3,207,0,0
13,3,490,0,0
13,3,2306,0,0
13,3,1433,0,0
13,3,3020,1,48
13,4,3196,0,0
13,4,3860,1,27
13,4,460,0,0
13,4,2670,0,0
13,4,196,0,0
13,4,1571,0,0
13,4,4314,0,0
13,4,4621,0,0
13,4,2776,0,0
13,4,3372,0,0
13,5,4404,0,0
13,5,2428,0,0
13,5,2376,1,28
13,5,3567,0,0
13,5,3812,1,14
13,5,4431,1,40
13,5,3411,0,0
13,5,3817,1,29
13,5,2954,0,0
13,5,3942,0,0
13,6,2511,0,0
13,6,4469,0,0
13,6,2049,0,0
13,6,3216,0,0
13,6,1975,0,0
13,6,1196,1,45
13,6,3816,0,0
13,6,4530,0,0
13,6,2682,0,0
13,6,4259,0,0
14,1,2263,0,0
14,1,2053,0,0
14,1,2548,0,0
14,1,2151,0,0
14,1,1458,0,0
14,1,4521,0,0
14,1,1380,1,34
14,1,4371,0,0
14,1,588,1,29
14,1,1382,1,29
15,1,4067,0,0
15,1,4760,0,0
15,1,4551,0,0
15,1,3987,0,0
15,1,2754,1,35
15,1,2146,0,0
15,1,498,1,37
15,1,1289,0,0
15,1,4481,0,0
15,1,3688,1,18
16,1,3538,0,0
16,1,3024,0,0
16,1,3786,0,0
16,1,2813,0,0
16,1,518,0,0
16,1,2793,0,0
16,1,686,0,0
16,1,1073,1,25
16,1,524,0,0
16,1,3612,1,21
17,1,1204,0,0
17,1,1639,0,0
17,1,3556,0,0
17,1,445,0,0
17,1,3980,0,0
17,1,595,0,0
17,1,3111,1,36
17,1,4572,0,0
17,1,562,0,0
17,1,1149,0,0
17,2,3106,0,0
17,2,2680,1,29
17,2,812,0,0
17,2,2219,0,0
17,2,3402,0,0
17,2,1434,0,0
17,2,66,0,0
17,2,1732,0,0
17,2,1677,0,0
17,2,2248,0,0
18,1,1788,0,0
18,1,4769,1,43
18,1,2139,0,0
18,1,1287,0,0
18,1,1593,0,0
18,1,1639,0,0
18,1,1888,0,0
18,1,4730,1,29
18,1,2830,0,0
18,1,208,0,0
18,2,4006,1,37
18,2,1145,0,0
18,2,1552,0,0
18,2,4661,0,0
18,2,4232,0,0
18,2,3579,0,0
18,2,771,0,0
18,2,514,1,25
18,2,4012,0,0
18,2,271,1,18
18,3,2547,0,0
18,3,1587,1,35
18,3,1258,0,0
18,3,219,0,0
18,3,10,1,24
18,3,1009,0,0
18,3,1182,0,0
18,3,1174,0,0
18,3,2351,0,0
18,3,3306,0,0
19,1,2381,1,56
19,1,3375,0,0
19,1,2194,0,0
19,1,424,0,0
19,1,496,0,0
19,1,873,0,0
19,1,1084,0,0
19,1,4630,0,0
19,1,134,0,0
19,1,306,0,0
19,2,4297,1,23
19,2,4514,0,0
19,2,3507,0,0
19,2,1535,0,0
19,2,3279,0,0
19,2,4247,0,0
19,2,642,0,0
19,2,4110,0,0
19,2,1537,0,0
19,2,2314,0,0
20,1,4175,0,0
20,1,3425,0,0
20,1,60,1,46
20,1,2048,0,0
20,1,1182,0,0
20,1,3488,0,0
20,1,2267,0,0
20,1,669,0,0
20,1,4330,0,0
20,1,1553,0,0
21,1,4118,0,0
21,1,861,0,0
21,1,4159,0,0
21,1,3521,0,0
21,1,1944,0,0
21,1,2625,0,0
21,1,4350,0,0
21,1,1628,1,39
21,1,3018,0,0
21,1,2189,0,0
21,2,3629,1,38
21,2,1333,1,30
21,2,1986,0,0
21,2,3183,0,0
21,2,1334,0,0
21,2,735,0,0
21,2,1454,0,0
21,2,3867,1,17
21,2,3745,1,39
21,2,2387,1,23
21,3,1159,0,0
21,3,4295,0,0
21,3,653,0,0
21,3,3746,0,0
21,3,2387,0,0
21,3,2598,1,33
21,3,2722,0,0
21,3,1372,0,0
21,3,3694,0,0
21,3,2183,0,0
22,1,792,0,0
22,1,3466,0,0
22,1,4677,0,0
22,1,1442,0,0
22,1,139,0,0
22,1,978,1,19
22,1,2733,0,0
22,1,4238,1,34
22,1,3634,1,35
22,1,4297,1,52
23,1,1731,0,0
23,1,527,0,0
23,1,206,0,0
23,1,4336,1,27
23,1,451,0,0
23,1,1497,0,0
23,1,3783,0,0
23,1,3895,0,0
23,1,1077,0,0
23,1,3893,0,0
24,1,465,0,0
24,1,1475,0,0
24,1,676,0,0
24,1,1644,0,0
24,1,727,0,0
24,1,2001,0,0
24,1,3010,0,0
24,1,1668,1,18
24,1,1978,0,0
24,1,3623,0,0
24,2,2108,0,0
24,2,1368,0,0
24,2,1366,0,0
24,2,1,0,0
24,2,2204,0,0
24,2,2297,0,0
24,2,4401,0,0
24,2,36,1,44
24,2,2242,0,0
24,2,3679,0,0
25,1,476,0,0
25,1,4635,0,0
25,1,4217,0,0
25,1,2052,1,40
25,1,610,0,0
25,1,4627,0,0
25,1,1509,0,0
25,1,2282,1,42
25,1,3033,0,0
25,1,993,0,0
25,2,4768,0,0
25,2,1177,1,40
25,2,3516,0,0
25,2,1883,1,28
25,2,743,0,0
25,2,1838,0,0
25,2,2115,0,0
25,2,775,0,0
25,2,1189,0,0
25,2,3620,0,0
26,1,3703,0,0
26,1,3578,1,45
26,1,3482,0,0
26,1,360,0,0
26,1,2112,1,35
26,1,2354,0,0
26,1,2375,0,0
26,1,174,0,0
26,1,4409,0,0
26,1,4493,0,0
26,2,4374,0,0
26,2,1508,0,0
26,2,2918,0,0
26,2,688,0,0
26,2,1786,0,0
26,2,503,0,0
26,2,4515,1,24
26,2,2058,0,0
26,2,932,0,0
26,2,2657,0,0
26,3,4077,0,0
26,3,1919,0,0
26,3,1374,0,0
26,3,4714,0,0
26,3,4411,0,0
26,3,1013,0,0
26,3,419,0,0
26,3,2561,0,0
26,3,3181,1,5
26,3,4197,0,0
26,4,3898,0,0
26,4,24,1,37
26,4,4441,0,0
26,4,4380,0,0
26,4,2372,0,0
26,4,3216,0,0
26,4,1981,0,0
26,4,3884,0,0
26,4,2893,0,0
26,4,4694,0,0
26,5,2959,0,0
26,5,1443,0,0
26,5,3119,0,0
26,5,587,0,0
26,5,37,1,39
26,5,1902,0,0
26,5,2354,0,0
26,5,936,0,0
26,5,715,0,0
26,5,3954,1,24
27,1,762,0,0
27,1,2645,0,0
27,1,683,0,0
27,1,1690,1,17
27,1,4051,0,0
27,1,814,0,0
27,1,60,0,0
27,1,4827,1,33
27,1,3136,0,0
27,1,2602,0,0
28,1,370,0,0
28,1,4784,0,0
28,1,879,0,0
28,1,2533,0,0
28,1,664,0,0
28,1,425,0,0
28,1,1437,0,0
28,1,374,0,0
28,1,645,0,0
28,1,1855,1,22
28,2,3849,0,0
28,2,1142,0,0
28,2,4431,1,25
28,2,1217,0,0
28,2,4776,0,0
28,2,4431,0,0
28,2,371,0,0
28,2,3493,0,0
28,2,4781,1,35
28,2,849,1,30
28,3,1437,0,0
28,3,1086,0,0
28,3,2993,0,0
28,3,4172,0,0
28,3,968,0,0
28,3,3170,0,0
28,3,1127,0,0
28,3,1042,1,37
28,3,3625,0,0
28,3,1273,1,20
29,1,3642,1,32
29,1,1118,0,0
29,1,2571,0,0
29,1,4794,0,0
29,1,752,0,0
29,1,3236,0,0
29,1,747,0,0
29,1,3054,0,0
29,1,97,0,0
29,1,1586,0,0
29,2,480,0,0
29,2,3467,1,26
29,2,1184,0,0
29,2,4297,0,0
29,2,1907,0,0
29,2,3292,0,0
29,2,1865,0,0
29,2,2381,0,0
29,2,3065,0,0
29,2,860,0,0
29,3,1982,0,0
29,3,2743,1,21
29,3,470,0,0
29,3,4743,0,0
29,3,411,1,27
29,3,2979,0,0
29,3,3280,0,0
29,3,3328,0,0
29,3,405,0,0
29,3,2234,0,0
30,1,1487,0,0
30,1,2064,0,0
30,1,3573,0,0
30,1,4146,0,0
30,1,2048,0,0
30,1,1945,1,43
30,1,945,0,0
30,1,251,0,0
30,1,3184,0,0
30,1,800,0,0
31,1,4285,0,0
31,1,4817,0,0
31,1,4550,0,0
31,1,1871,0,0
31,1,635,0,0
31,1,1107,0,0
31,1,189,0,0
31,1,2689,1,25
31,1,2478,0,0
31,1,3239,0,0
31,2,4496,1,48
31,2,2226,0,0
31,2,616,0,0
31,2,2661,0,0
31,2,581,0,0
31,2,2259,0,0
31,2,2040,1,48
31,2,3496,0,0
31,2,1389,0,0
31,2,1647,0,0
31,3,4419,0,0
31,3,2243,0,0
31,3,4755,1,20
31,3,3252,0,0
31,3,3859,0,0
31,3,56,0,0
31,3,3413,0,0
31,3,626,0,0
31,3,3607,0,0
31,3,40,0,0
32,1,631,0,0
32,1,4687,0,0
32,1,3718,0,0
32,1,2371,1,36
32,1,875,1,21
32,1,3214,1,36
32,1,75,0,0
32,1,4408,0,0
32,1,853,0,0
32,1,3833,0,0
33,1,4659,1,29
33,1,136,1,26
33,1,4472,0,0
33,1,2206,0,0
33,1,2002,1,31
33,1,3048,0,0
33,1,617,0,0
33,1,3384,0,0
33,1,1551,0,0
33,1,1599,0,0
34,1,2227,1,26
34,1,929,1,38
34,1,3148,0,0
34,1,3287,0,0
34,1,2323,0,0
34,1,3752,0,0
34,1,1887,0,0
34,1,1253,0,0
34,1,3585,0,0
34,1,4293,0,0
34,2,3250,0,0
34,2,736,1,39
34,2,158,1,26
34,2,304,0,0
34,2,3330,0,0
34,2,3709,0,0
34,2,3188,0,0
34,2,4311,1,41
34,2,2255,0,0
34,2,1795,0,0
34,3,2368,0,0
34,3,2237,0,0
34,3,2751,1,23
34,3,2126,0,0
34,3,4758,0,0
34,3,688,0,0
34,3,2182,0,0
34,3,2843,0,0
34,3,3783,0,0
34,3,2816,0,0
34,4,2341,0,0
34,4,1020,0,0
34,4,3204,0,0
34,4,4160,1,28
34,4,790,0,0
34,4,397,0,0
34,4,4368,0,0
34,4,4236,1,14
34,4,2696,0,0
34,4,2498,0,0
34,5,1128,0,0
34,5,130,0,0
34,5,1309,1,18
34,5,1302,0,0
34,5,3330,0,0
34,5,2835,0,0
34,5,2478,0,0
34,5,1507,0,0
34,5,269,0,0
34,5,4409,0,0
34,6,1388,0,0
34,6,3169,0,0
34,6,3039,0,0
34,6,2293,0,0
34,6,2485,0,0
34,6,2386,0,0
34,6,1242,0,0
34,6,532,0,0
34,6,3640,1,35
34,6,1111,0,0
34,7,2479,1,23
34,7,15,0,0
34,7,831,0,0
34,7,2761,1,41
34,7,1774,0,0
34,7,2217,0,0
34,7,4529,0,0
34,7,1568,1,31
34,7,4593,0,0
34,7,1711,0,0
34,8,2026,0,0
34,8,4431,0,0
34,8,806,0,0
34,8,4579,1,47
34,8,3483,0,0
34,8,2657,0,0
34,8,2171,0,0
34,8,4462,0,0
34,8,709,1,24
34,8,2658,0,0
34,9,2240,0,0
34,9,3038,1,32
34,9,1258,0,0
34,9,1065,1,11
34,9,2473,0,0
34,9,2359,0,0
34,9,429,0,0
34,9,3855,0,0
34,9,3858,0,0
34,9,4202,0,0
35,1,2136,1,38
35,1,4734,0,0
35,1,4714,0,0
35,1,510,0,0
35,1,13,0,0
35,1,3350,0,0
35,1,4781,1,25
35,1,591,0,0
35,1,2925,0,0
35,1,120,0,0
35,2,2367,0,0
35,2,3043,0,0
35,2,4697,0,0
35,2,729,0,0
35,2,4343,0,0
35,2,3092,1,22
35,2,4064,0,0
35,2,4403,1,36
35,2,740,0,0
35,2,323,0,0
35,3,3697,0,0
35,3,4651,0,0
35,3,3793,0,0
35,3,4121,0,0
35,3,1955,0,0
35,3,1170,0,0
35,3,1113,1,23
35,3,1006,0,0
35,3,1995,0,0
35,3,1138,0,0
35,4,724,0,0
35,4,2027,0,0
35,4,1567,0,0
35,4,2386,0,0
35,4,4686,1,28
35,4,4354,0,0
35,4,1647,0,0
35,4,3761,0,0
35,4,2034,0,0
35,4,2781,0,0
35,5,2661,0,0
35,5,4691,1,37
35,5,4126,0,0
35,5,494,0,0
35,5,2176,0,0
35,5,4720,0,0
35,5,3953,1,41
35,5,3904,1,22
35,5,1155,0,0
35,5,1561,0,0
35,6,4033,1,37
35,6,4748,0,0
35,6,4611,0,0
35,6,762,0,0
35,6,2929,1,31
35,6,321,0,0
35,6,4545,0,0
35,6,2663,0,0
35,6,393,1,17
35,6,4341,0,0
35,7,392,1,32
35,7,2097,0,0
35,7,2330,0,0
35,7,1369,0,0
35,7,769,0,0
35,7,2955,0,0
35,7,1290,1,19
35,7,2608,0,0
35,7,475,0,0
35,7,2759,0,0
35,8,2582,1,43
35,8,3373,0,0
35,8,1317,0,0
35,8,2783,0,0
35,8,4805,0,0
35,8,3835,0,0
35,8,1533,0,0
35,8,1654,0,0
35,8,3479,0,0
35,8,181,0,0
35,9,4819,1,37
35,9,1099,0,0
35,9,2624,0,0
35,9,2680,0,0
35,9,4217,0,0
35,9,1401,0,0
35,9,755,1,24
35,9,918,1,15
35,9,2213,0,0
35,9,4139,1,32
35,10,1077,0,0
35,10,228,0,0
35,10,2808,0,0
35,10,2443,0,0
35,10,3328,0,0
35,10,1618,0,0
35,10,3270,1,23
35,10,1404,0,0
35,10,2463,0,0
35,10,4494,0,0
36,1,907,1,13
36,1,1480,1,34
36,1,197,1,13
36,1,3834,0,0
36,1,236,1,20
36,1,2005,0,0
36,1,564,0,0
36,1,279,1,28
36,1,3079,0,0
36,1,1058,0,0
36,2,2086,1,14
36,2,4195,0,0
36,2,2921,0,0
36,2,3256,0,0
36,2,2030,0,0
36,2,1011,0,0
36,2,3460,0,0
36,2,3331,0,0
36,2,3702,0,0
36,2,743,0,0
36,3,1748,0,0
36,3,2745,0,0
36,3,1795,0,0
36,3,1908,0,0
36,3,684,0,0
36,3,3216,1,34
36,3,1137,0,0
36,3,2513,0,0
36,3,4006,0,0
36,3,3808,0,0
36,4,2205,0,0
36,4,641,0,0
36,4,1435,0,0
36,4,3225,1,20
36,4,4647,0,0
36,4,3763,0,0
36,4,4189,0,0
36,4,4626,1,35
36,4,2860,0,0
36,4,4023,1,14
36,5,131,0,0
36,5,2446,0,0
36,5,1308,0,0
36,5,3943,0,0
36,5,3878,0,0
36,5,696,0,0
36,5,2614,0,0
36,5,4565,0,0
36,5,3151,0,0
36,5,4587,1,12
37,1,8,1,31
37,1,569,0,0
37,1,2548,0,0
37,1,443,0,0
37,1,1759,1,12
37,1,1509,0,0
37,1,190,0,0
37,1,3581,0,0
37,1,29,0,0
37,1,3034,0,0
37,2,1644,0,0
37,2,854,0,0
37,2,229,0,0
37,2,3335,0,0
37,2,3960,0,0
37,2,1806,0,0
37,2,920,0,0
37,2,3966,0,0
37,2,3181,0,0
37,2,407,1,30
38,1,1558,0,0
38,1,2438,0,0
38,1,906,0,0
38,1,2160,0,0
38,1,1567,1,28
38,1,2461,1,36
38,1,4286,0,0
38,1,1529,1,27
38,1,753,0,0
38,1,2254,0,0
39,1,818,0,0
39,1,570,0,0
39,1,343,0,0
39,1,3706,0,0
39,1,4393,1,27
39,1,1402,0,0
39,1,2441,0,0
39,1,2301,0,0
39,1,1798,0,0
39,1,1681,0,0
39,2,2960,0,0
39,2,1351,0,0
39,2,2365,0,0
39,2,1771,0,0
39,2,4474,1,37
39,2,242,0,0
39,2,2545,0,0
39,2,2796,0,0
39,2,2849,1,54
39,2,4275,0,0
39,3,2202,1,31
39,3,3251,0,0
39,3,4460,0,0
39,3,1018,0,0
39,3,4186,0,0
39,3,4311,0,0
39,3,1301,0,0
39,3,2083,0,0
39,3,3442,0,0
39,3,3262,0,0
39,4,3311,0,0
39,4,847,1,39
39,4,1692,0,0
39,4,3379,1,23
39,4,806,1,42
39,4,833,0,0
39,4,2932,0,0
39,4,2898,1,14
39,4,4782,0,0
39,4,2634,0,0
40,1,3128,0,0
40,1,589,0,0
40,1,4429,1,37
40,1,1755,0,0
40,1,4146,0,0
40,1,185,0,0
40,1,3731,0,0
40,1,740,0,0
40,1,2295,1,29
40,1,4735,0,0
40,2,809,0,0
40,2,778,0,0
40,2,4528,0,0
40,2,3236,1,22
40,2,2734,0,0
40,2,3638,0,0
40,2,2180,0,0
40,2,456,0,0
40,2,3351,0,0
40,2,1616,0,0
41,1,24,0,0
41,1,227,0,0
41,1,2567,0,0
41,1,786,0,0
41,1,33,0,0
41,1,2766,0,0
41,1,4556,0,0
41,1,2205,0,0
41,1,3089,0,0
41,1,4710,1,11
42,1,95,0,0
42,1,3717,0,0
42,1,161,0,0
42,1,3276,0,0
42,1,4282,0,0
42,1,382,0,0
42,1,753,0,0
42,1,1031,0,0
42,1,4805,0,0
42,1,2518,1,30
42,2,1627,1,18
42,2,2181,1,35
42,2,180,0,0
42,2,1082,0,0
42,2,3047,0,0
42,2,361,0,0
42,2,1517,0,0
42,2,54,0,0
42,2,1024,1,41
42,2,59,0,0
43,1,1764,0,0
43,1,1344,1,27
43,1,2787,0,0
43,1,4139,0,0
43,1,4476,1,21
43,1,1055,0,0
43,1,3882,0,0
43,1,968,0,0
43,1,2370,1,24
43,1,1945,0,0
44,1,2212,0,0
44,1,979,0,0
44,1,801,1,21
44,1,3533,0,0
44,1,895,1,29
44,1,3839,0,0
44,1,132,0,0
44,1,650,0,0
44,1,3210,0,0
44,1,2996,0,0
44,2,658,0,0
44,2,404,0,0
44,2,532,0,0
44,2,1586,0,0
44,2,423,0,0
44,2,2135,0,0
44,2,847,0,0
44,2,2300,0,0
44,2,2761,0,0
44,2,1704,1,23
44,3,903,1,30
44,3,3399,0,0
44,3,2436,0,0
44,3,2791,0,0
44,3,529,0,0
44,3,1438,0,0
44,3,2539,1,24
44,3,384,0,0
44,3,1705,0,0
44,3,3441,0,0
44,4,498,0,0
44,4,1949,0,0
44,4,115,0,0
